"id";"genero_top30";"posicion_top30";"titulo";"titulo_VO";"duracion";"pais";"puntuacion_media";"votos";"num_criticas";"mejor_puntuacion";"peor_puntuacion";"direccion";"guion";"musica";"fotografia";"reparto";"productora";"sinopsis";"url";"tag_1";"tag_2";"tag_3";"tag_4";"tag_5";"tag_6";"tag_7";"tag_8";"tag_9";"tag_10";"tag_11";"tag_12";"tag_13"
"159554";"Terror";7;"Las diabólicas";"Les diaboliques";"114";"Francia";8;9,517;67;10;1;"H.G. Clouzot";"H.G. Clouzot, Jérome Géronimi, René Masson, Frédéric Grendel (Novela: Pierre Boileau, Thomas Narcejac)";"Georges Van Parys";"Armand Thirard (B&W)";"Simone Signoret, Véra Clouzot, Paul Meurisse, Charles Vanel, Jean Brochard, Thérèse Dorny, Georges Chamarat, Michel Serrault, Georges Poujouly";"Vera Films";"El director de un colegio, el señor Delasalle, convive con su esposa y su amante, la profesora Horner. Pero las dos mujeres, cansadas de sufrir la constante tiranía y malos tratos del hombre que comparten, deciden que esa situación no puede continuar... (FILMAFFINITY)";"https://www.filmaffinity.com/es/film159554.html";"Intriga";"Thriller";"Terror";"Crimen";"Thriller psicológico";"Película de culto";"";"";"";"";"";"";""
"159596";"Comedia";19;"Primera plana";"The Front Page";"105";"Estados Unidos";8,1;23,921;89;10;1;"Billy Wilder";"Billy Wilder, I.A.L. Diamond (Obra: Ben Hecht, Charles MacArthur)";"Billy May";"Jordan Cronenweth";"Jack Lemmon, Walter Matthau, Susan Sarandon, Vincent Gardenia, David Wayne, Allen Garfield, Austin Pendleton, Charles Durning, Herb Edelman, Martin Gabel, Harold Gould, Cliff Osmond, Dick O´Neill, Jon Korkes, Lou Frizzell, Paul Benedict, Doro Merande, Noam Pitlik, Joshua Shelley, Allen Jenkins, John Furlong, Biff Elliot, Barbara Davis, Leonard Bremen, Carol Burnett";"Universal Pictures";"Chicago, 1929. Earl Williams, convicto del asesinato de un policía, espera en la cárcel el momento de su ejecución. Mientras tanto, en la sala de prensa del Tribunal Supremo, un grupo de periodistas espera el indulto o la confirmación de la sentencia. Hildy Johnson, el cronista de sucesos del Chicago Examiner, que tendría que cubrir la información, está a punto de contraer matrimonio y abandonar su trabajo; pero Walter Burns, el maquiavélico director del periódico, empeñado en retenerlo, tratará de impedir su boda por todos los medios. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film159596.html";"Comedia";"Sátira";"Periodismo";"Años 20";"Remake";"";"";"";"";"";"";"";""
"160410";"Infantil";30;"Toy Story 4";"Toy Story 4";"100";"Estados Unidos";7,1;23,304;140;10;1;"Josh Cooley";"Andrew Stanton, Stephany Folsom (Historia: John Lasseter, Andrew Stanton, Josh Cooley, Valerie LaPointe, Rashida Jones, Will McCormack, Martin Hynes, Stephany Folsom)";"Randy Newman";"Animación, Jean-Claude Kalache";"Animación";"Pixar Animation Studios. Distribuida por Walt Disney Pictures";"Woody siempre ha tenido claro cuál es su labor en el mundo y su prioridad: cuidar a su dueño, ya sea Andy o Bonnie. Pero cuando Bonnie añade a Forky, un nuevo juguete de fabricación propia, a su habitación, arranca una nueva aventura que servirá para que los viejos y nuevos amigos le enseñen a Woody lo grande que puede ser el mundo para un juguete. (FILMAFFINITY)
Reestreno limitado cines España: 7 noviembre 2020.";"https://www.filmaffinity.com/es/film160410.html";"Animación";"Fantástico";"Aventuras";"Comedia";"Infantil";"Muñecos";"Cine familiar";"Secuela";"Pixar";"3-D";"";"";""
"160882";"Thriller";1;"Pulp Fiction";"Pulp Fiction";"153";"Estados Unidos";8,6;197,965;552;10;1;"Quentin Tarantino";"Quentin Tarantino, Roger Avary";"Varios";"Andrzej Sekula";"John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames, Harvey Keitel, Tim Roth, Amanda Plummer, María de Medeiros, Eric Stoltz, Rosanna Arquette, Christopher Walken, Paul Calderon, Bronagh Gallagher, Peter Greene, Stephen Hibbert, Angela Jones, Phil LaMarr, Robert Ruth, Julia Sweeney, Quentin Tarantino, Frank Whaley, Duane Whitaker, Steve Buscemi, Burr Steers";"Miramax, Band Apart, Jersey Films. Productor: Lawrence Bender";"Jules y Vincent, dos asesinos a sueldo con no demasiadas luces, trabajan para el gángster Marsellus Wallace. Vincent le confiesa a Jules que Marsellus le ha pedido que cuide de Mia, su atractiva mujer. Jules le recomienda prudencia porque es muy peligroso sobrepasarse con la novia del jefe. Cuando llega la hora de trabajar, ambos deben ponerse ""manos a la obra"". Su misión: recuperar un misterioso maletín. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film160882.html";"Thriller";"Crimen";"Historias cruzadas";"Película de culto";"Comedia negra";"";"";"";"";"";"";"";""
"161026";"Drama";6;"Cadena perpetua";"The Shawshank Redemption";"142";"Estados Unidos";8,6;163,909;471;10;1;"Frank Darabont";"Frank Darabont (Relato: Stephen King)";"Thomas Newman";"Roger Deakins";"Tim Robbins, Morgan Freeman, Bob Gunton, James Whitmore, Gil Bellows, William Sadler, Mark Rolston, Clancy Brown, David Proval, Jeffrey DeMunn, Jude Ciccolella, Don McManus, Alfonso Freeman, Brian Libby, Mack Miles, Frank Medrano, Larry Brandenburg, Neil Giuntoly, Joseph Ragno, Paul McCrane, Renee Blaine, Scott Mann, John Horton, Gordon Greene, V.J. Foster, Morgan Lund, Gary Lee Davis, Neil Summers, Ned Bellamy, Joe Pecoraro, Brian Delate, Paul Kennedy, Dorothy Silver, Robert Haley, Dana Snyder, Ken Magee, Bill Bolender, Dion Anderson, James Kisicki, Rohn Thomas, Brian Brophy";"Castle Rock Entertainment. Distribuida por Columbia Pictures";"Acusado del asesinato de su mujer, Andrew Dufresne (Tim Robbins), tras ser condenado a cadena perpetua, es enviado a la cárcel de Shawshank. Con el paso de los años conseguirá ganarse la confianza del director del centro y el respeto de sus compañeros de prisión, especialmente de Red (Morgan Freeman), el jefe de la mafia de los sobornos. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film161026.html";"Drama";"Drama carcelario";"Amistad";"Años 40";"Años 50";"Película de culto";"";"";"";"";"";"";""
"163205";"Terror";23;"Repulsión";"Repulsion";"105";"Reino Unido";7,5;11,217;92;10;1;"Roman Polanski";"Gérard Brach, Roman Polanski";"Chico Hamilton";"Gilbert Taylor (B&W)";"Catherine Deneuve, Ian Hendry, Patrick Wymark, John Fraser, Yvonne Furneaux, Valerie Taylor, James Villiers, Helen Fraser, Renee Houston";"Columbia Pictures, Compton Films";"Carol Ledoux es una bella y reprimida joven belga que vive con su hermana Helen en un apartamento de Londres. Carol experimenta sentimientos simultáneos y contradictorios de atracción y repulsión hacia los hombres;  por eso para ella resulta tan incómoda la relación que mantiene su hermana con un hombre casado. Cuando la pareja se marcha de vacaciones, Carol comienza a tener alucinaciones y su mente se desquicia. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film163205.html";"Terror";"Thriller";"Drama";"Drama psicológico";"Surrealismo";"";"";"";"";"";"";"";""
"164638";"Intriga";30;"Rashomon";"Rashômon";"88";"Japón";8,1;19,708;109;10;1;"Akira Kurosawa";"Akira Kurosawa, Shinobu Hashimoto";"Fumio Hayasaka";"Kazuo Miyagawa (B&W)";"Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura, Minoru Chiaki, Kichijiro Ueda, Noriko Honma, Daisuke Kato";"Daiei Studios";"Japón, siglo XII. En Kioto, bajo las puertas del derruido templo de Rashomon, se guarecen de la torrencial lluvia un leñador, un sacerdote budista y un peregrino. Los tres discuten sobre el juicio a un bandido, acusado de haber dado muerte a un señor feudal y violado a su esposa. Los detalles del crimen son narrados desde el punto de vista del bandido, de la mujer, del señor feudal -con la ayuda de un médium- y del leñador, único testigo de los hechos. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film164638.html";"Intriga";"Drama";"Crimen";"Japón feudal";"Siglo XII";"Samuráis";"Película de culto";"";"";"";"";"";""
"165208";"Romance";4;"Casablanca";"Casablanca";"102";"Estados Unidos";8,4;94,746;321;10;1;"Michael Curtiz";"Julius J. Epstein, Philip G. Epstein, Howard Koch (Obra: Murray Burnett, Joan Alison)";"Max Steiner";"Arthur Edeson (B&W)";"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine LeBeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois, Ed Agresti, Marcel Dalio, Enrique Acosta, Louis V. Arco, Frank Arnold, Leon Belasco, Oliver Blake";"Warner Bros.. Productor: Hal B. Wallis";"Años 40. A consecuencia de la Segunda Guerra Mundial, Casablanca era una ciudad a la que llegaban huyendo del nazismo gente de todas partes: llegar era fácil, pero salir era casi imposible, especialmente si el nombre del fugitivo figuraba en las listas de la Gestapo, que presionaba a la autoridades francesas al mando del corrupto inspector Renault. En este caso, el objetivo de la policía secreta alemana es el líder checo y héroe de la resistencia Victor Laszlo, cuya única esperanza es Rick Blaine, propietario del 'Rick’s Café' y antiguo amante de su mujer, Ilsa Lund. Rick e Ilsa se habían conocido en París, pero la entrada de las tropas alemanas en la capital francesa les separó. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film165208.html";"Drama";"Romance";"Drama romántico";"II Guerra Mundial";"África";"Nazismo";"";"";"";"";"";"";""
"165208";"Drama";22;"Casablanca";"Casablanca";"102";"Estados Unidos";8,4;94,746;321;10;1;"Michael Curtiz";"Julius J. Epstein, Philip G. Epstein, Howard Koch (Obra: Murray Burnett, Joan Alison)";"Max Steiner";"Arthur Edeson (B&W)";"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine LeBeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois, Ed Agresti, Marcel Dalio, Enrique Acosta, Louis V. Arco, Frank Arnold, Leon Belasco, Oliver Blake";"Warner Bros.. Productor: Hal B. Wallis";"Años 40. A consecuencia de la Segunda Guerra Mundial, Casablanca era una ciudad a la que llegaban huyendo del nazismo gente de todas partes: llegar era fácil, pero salir era casi imposible, especialmente si el nombre del fugitivo figuraba en las listas de la Gestapo, que presionaba a la autoridades francesas al mando del corrupto inspector Renault. En este caso, el objetivo de la policía secreta alemana es el líder checo y héroe de la resistencia Victor Laszlo, cuya única esperanza es Rick Blaine, propietario del 'Rick’s Café' y antiguo amante de su mujer, Ilsa Lund. Rick e Ilsa se habían conocido en París, pero la entrada de las tropas alemanas en la capital francesa les separó. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film165208.html";"Drama";"Romance";"Drama romántico";"II Guerra Mundial";"África";"Nazismo";"";"";"";"";"";"";""
"165447";"Romance";30;"L'Atalante";"L'Atalante";"82";"Francia";7,9;4,65;40;10;1;"Jean Vigo";"Jean Vigo, Albert Riera, Jean Guinée";"Maurice Jaubert";"Boris Kaufman, Louis Berger (B&W)";"Jean Dasté, Dita Parlo, Michel Simon, Gilles Margaritis, Louis Lefebvre, Maurice Gilles, Raphaël Diligent";"Jean-Louis Nounez. Distribuida por Gaumont-Franco Film-Aubert";"Jean y Juliette contraen matrimonio y emprenden su viaje de bodas a bordo de L'Atalante, una barcaza de la cual Jean es capitán. Junto con el marinero Père Jules y un joven cabinero, la pareja navega por los canales cercanos al Sena. El largo viaje resulta aburrido para Juliette, quien ansía conocer la Ciudad de la luz. Jean cumple entonces el deseo de su joven esposa y la lleva a París. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film165447.html";"Drama";"Romance";"Realismo poético francés";"";"";"";"";"";"";"";"";"";""
"167667";"Intriga";12;"Rebeca";"Rebecca";"130";"Estados Unidos";8,2;35,38;153;10;1;"Alfred Hitchcock";"Robert E. Sherwood, Joan Harrison (Novela: Daphne Du Maurier)";"Franz Waxman";"George Barnes (B&W)";"Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson, Nigel Bruce, Reginald Denny, C. Aubrey Smith, Gladys Cooper";"Selznick International Pictures";"Al poco tiempo de perder a su esposa Rebeca, el aristócrata inglés Maxim De Winter conoce en Montecarlo a una joven humilde, dama de compañía de una señora americana. De Winter y la joven se casan y se van a vivir a Inglaterra, a la mansión  de Manderley, residencia habitual de Maxim. La nueva señora De Winter se da cuenta muy pronto de que todo allí está impregnado del recuerdo de Rebeca. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film167667.html";"Drama";"Intriga";"Película de culto";"";"";"";"";"";"";"";"";"";""
"168398";"Drama";13;"Los siete samuráis";"Shichinin no Samurai (Seven Samurai)";"205";"Japón";8,4;40,371;195;10;1;"Akira Kurosawa";"Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni";"Fumio Hayasaka";"Asakazu Nakai (B&W)";"Toshirô Mifune, Takashi Shimura, Yoshio Inaba, Seiji Miyaguchi, Minoru Chiaki, Daisuke Kato, Isao Kimura, Kamatari Fujiwara, Keiko Tsushima, Yoshio Tsuchiya, Kokuten Kôdô";"Toho";"Japón, Siglo XVI. Una aldea de campesinos indefensos es repetidamente atacada y saqueada por una banda de forajidos. Aconsejados por el anciano de la aldea, unos aldeanos acuden a la ciudad con el objetivo de contratar a un grupo de samuráis para protegerlos. A pesar de que el único salario es comida y techo, varios samuráis se van incorporando uno a uno al singular grupo que finalmente se dirige a la aldea. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film168398.html";"Aventuras";"Drama";"Japón feudal";"Siglo XVI";"Samuráis";"Película de culto";"";"";"";"";"";"";""
"168398";"Aventuras";1;"Los siete samuráis";"Shichinin no Samurai (Seven Samurai)";"205";"Japón";8,4;40,371;195;10;1;"Akira Kurosawa";"Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni";"Fumio Hayasaka";"Asakazu Nakai (B&W)";"Toshirô Mifune, Takashi Shimura, Yoshio Inaba, Seiji Miyaguchi, Minoru Chiaki, Daisuke Kato, Isao Kimura, Kamatari Fujiwara, Keiko Tsushima, Yoshio Tsuchiya, Kokuten Kôdô";"Toho";"Japón, Siglo XVI. Una aldea de campesinos indefensos es repetidamente atacada y saqueada por una banda de forajidos. Aconsejados por el anciano de la aldea, unos aldeanos acuden a la ciudad con el objetivo de contratar a un grupo de samuráis para protegerlos. A pesar de que el único salario es comida y techo, varios samuráis se van incorporando uno a uno al singular grupo que finalmente se dirige a la aldea. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film168398.html";"Aventuras";"Drama";"Japón feudal";"Siglo XVI";"Samuráis";"Película de culto";"";"";"";"";"";"";""
"171099";"Ciencia ficcion";15;"2001: Una odisea del espacio";"2001: A Space Odyssey aka";"139";"Reino Unido";7,8;111,961;567;10;1;"Stanley Kubrick";"Stanley Kubrick, Arthur C. Clarke (Historia: Arthur C. Clarke)";"Richard Strauss, Johann Strauss, György Ligeti, Aram Khachaturyan";"Geoffrey Unsworth";"Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter, Leonard Rossiter, Margaret Tyzack, Robert Beatty, Sean Sullivan, Frank Miller, Penny Brahms, Alan Gifford, Vivian Kubrick";"Coproducción Reino Unido-Estados Unidos; Metro-Goldwyn-Mayer (MGM), Stanley Kubrick Production";"La película de ciencia-ficción por excelencia de la historia del cine narra los diversos periodos de la historia de la humanidad, no sólo del pasado, sino también del futuro. Hace millones de años, antes de la aparición del ""homo sapiens"", unos primates descubren un monolito que los conduce a un estadio de inteligencia superior. Millones de años después, otro monolito, enterrado en una luna, despierta el interés de los científicos. Por último, durante una misión de la NASA, HAL 9000, una máquina dotada de inteligencia artificial, se encarga de controlar todos los sistemas de una nave espacial tripulada. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film171099.html";"Ciencia ficción";"Aventura espacial";"Internet / Informática";"Película de culto";"";"";"";"";"";"";"";"";""
"171173";"Animacion";24;"Death Note Relight: La visión de un dios (TV)";"Death Note Relight: Visions of a God (TV)";"137";"Japón";7,7;3,181;6;10;1;"Tetsuro Araki";"Shoji Yonemura, Tomohiko Ito, Toshiki Inoue, Yasuko Kobayashi (Manga: Takeshi Obata, Tsugumi Ôba)";"Hideki Taniuchi, Yoshihisa Hirano";"Animación";"Animación";"D.N. Dream Partners, Madhouse, Nippon TV, Shueisha, VAP";"¿Qué harías tú si tuvieras una Libreta de la Muerte que te permitiera matar a cualquiera con tan solo escribir su nombre en ella? Con la Death Note en su poder, el estudiante Light Yagami decide erradicar la maldad del mundo. Pero, ¿se convertirá en el mesías que salve a la humanidad o en el peor asesino en serie de la historia? Cuando los criminales comienzan a caer muertos, las autoridades recurren al genio detective L para dar caza al misterioso asesino conocido como Kira. Así da comienzo una trepidante batalla entre las dos mentes más brillantes del mundo con el destino de la humanidad en juego. Primero de los dos especiales emitidos en televisión (el segundo fue L's Successor) y que resumía el primer arco del anime ""Death Note"", contando la historia desde el punto de vista del shinigami Ryuk. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film171173.html";"Animación";"Thriller";"Intriga";"Fantástico";"Drama";"Crimen";"Sobrenatural";"Manga";"Spin-off";"Telefilm";"";"";""
